# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# Level,Sp,Index,m:s.ms.us,Dur,Len,Err,Dev,Ep,Record,Data
1,HS,674,0:05.029.769,50 ns,1 B,,11,02,   NYET packet,96
0,HS,675,0:05.029.884,1.625.250 ms,,,,,[14 SOF],
0,HS,676,0:05.029.791,1.754.016 ms,512 B,,11,02,OUT txn (NYET)   [75 POLL],20 01 00 00 00 00 11 10 52 22 00 11 00 00 10 01 22 40 81 41 41 02 00 12 00 42 1A A2 41 10 02 16 02 60 42 30 22 00 41 17 48 10 C2 12 2A 68 21 11 22 22 A2 86 85 E1 18 02 21 40 62 28 30 82 C2 80 C4 12 00 41 28 44 21 90 82 00 00 00 80 08 00 1F 8C 09 11 23 41 01 1C 02 00 00 00 00 80 01 00 00 18 20 11 02 42 1C 82 04 2A 24 01 24 00 21 00 00 00 80 11 82 08 28 A8 00 18 21 80 48 12 44 02 20 44 81 04 21 10 04 44 12 82 00 00 21 22 00 10 02 20 92 12 00 00 00 21 00 20 04 48 80 04 43 D2 19 05 00 40 02 00 00 00 00 12 00 80 02 10 41 21 02 48 20 02 80 01 10 02 00 10 02 00 00 00 00 20 82 81 28 2C 28 08 69 94 24 86 42 E4 28 24 02 26 02 60 48 24 24 80 51 22 60 41 20 01 00 40 82 42 22 01 60 22 42 25 02 80 04 45 02 29 04 44 90 82 40 04 21 2D 78 00 00 11 00 00 00 00 00 10 01 00 18 00 00 21 18 10 02 00 00 00 00 00 00 42 1A 02 00 00 24 C0 11 40 51 22 34 00 00 00 00 60 24 40 02 00 40 02 00 21 42 00 00 90 24 00 14 40 01 14 00 00 22 00 00 42 80 04 4F D6 0D A0 28 00 22 00 24 88 11 21 14 00 00 00 00 00 00 00 00 90 42 00 21 2C 01 42 28 48 20 02 40 02 10 02 20 08 00 00 82 60 28 38 82 00 18 00 00 22 C0 12 20 2C A1 48 00 10 04 27 48 20 08 24 80 01 2A 02 20 02 00 00 28 00 00 00 22 BD 1E 18 20 28 22 21 42 01 10 62 18 21 16 01 80 42 21 22 02 2A 31 21 14 48 27 22 22 22 00 10 53 22 24 18 1C 02 2D 42 22 2A A4 12 22 23 81 24 32 22 22 21 12 90 22 2D D2 17 29 8A 52 22 48 25 47 64 68 8E 54 82 82 C0 14 2C 48 54 21 24 2A D9 22 43 31 82 2B E1 8A 81 0D 28 82 6C 44 C2 A4 82 29 58 22 16 26 81 14 43 22 C2 42 14 44 D0 22 84 42 84 12 02 44 68 21 2A 04 1E 5C 60 12
1,HS,677,0:05.029.791,1.720.200 ms,,,11,02,   [75 PING-NAK],
1,HS,678,0:05.031.533,433 ns,,,11,02,   PING-ACK,
2,HS,679,0:05.031.533,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,680,0:05.031.533,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,681,0:05.031.536,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,682,0:05.031.536,8.600 us,515 B,,11,02,   DATA0 packet,C3 20 01 00 00 00 00 11 10 52 22 00 11 00 00 10 01 22 40 81 41 41 02 00 12 00 42 1A A2 41 10 02 16 02 60 42 30 22 00 41 17 48 10 C2 12 2A 68 21 11 22 22 A2 86 85 E1 18 02 21 40 62 28 30 82 C2 80 C4 12 00 41 28 44 21 90 82 00 00 00 80 08 00 1F 8C 09 11 23 41 01 1C 02 00 00 00 00 80 01 00 00 18 20 11 02 42 1C 82 04 2A 24 01 24 00 21 00 00 00 80 11 82 08 28 A8 00 18 21 80 48 12 44 02 20 44 81 04 21 10 04 44 12 82 00 00 21 22 00 10 02 20 92 12 00 00 00 21 00 20 04 48 80 04 43 D2 19 05 00 40 02 00 00 00 00 12 00 80 02 10 41 21 02 48 20 02 80 01 10 02 00 10 02 00 00 00 00 20 82 81 28 2C 28 08 69 94 24 86 42 E4 28 24 02 26 02 60 48 24 24 80 51 22 60 41 20 01 00 40 82 42 22 01 60 22 42 25 02 80 04 45 02 29 04 44 90 82 40 04 21 2D 78 00 00 11 00 00 00 00 00 10 01 00 18 00 00 21 18 10 02 00 00 00 00 00 00 42 1A 02 00 00 24 C0 11 40 51 22 34 00 00 00 00 60 24 40 02 00 40 02 00 21 42 00 00 90 24 00 14 40 01 14 00 00 22 00 00 42 80 04 4F D6 0D A0 28 00 22 00 24 88 11 21 14 00 00 00 00 00 00 00 00 90 42 00 21 2C 01 42 28 48 20 02 40 02 10 02 20 08 00 00 82 60 28 38 82 00 18 00 00 22 C0 12 20 2C A1 48 00 10 04 27 48 20 08 24 80 01 2A 02 20 02 00 00 28 00 00 00 22 BD 1E 18 20 28 22 21 42 01 10 62 18 21 16 01 80 42 21 22 02 2A 31 21 14 48 27 22 22 22 00 10 53 22 24 18 1C 02 2D 42 22 2A A4 12 22 23 81 24 32 22 22 21 12 90 22 2D D2 17 29 8A 52 22 48 25 47 64 68 8E 54 82 82 C0 14 2C 48 54 21 24 2A D9 22 43 31 82 2B E1 8A 81 0D 28 82 6C 44 C2 A4 82 29 58 22 16 26 81 14 43 22 C2 42 14 44 D0 22 84 42 84 12 02 44 68 21 2A 04 1E 5C 60 12 D0 55
1,HS,683,0:05.031.545,50 ns,1 B,,11,02,   NYET packet,96
0,HS,684,0:05.031.634,1.625.250 ms,,,,,[14 SOF],
0,HS,685,0:05.031.555,1.748.350 ms,512 B,,11,02,OUT txn (NYET)   [76 POLL],23 48 41 03 32 21 14 20 01 00 16 01 00 16 21 42 11 D1 21 42 62 21 48 11 2A 04 2A 94 42 22 10 A2 42 29 21 72 12 12 01 29 24 31 22 12 29 24 A1 42 8E 11 2B 43 BA 82 8A F8 12 C2 8E 12 8E 22 82 4E 84 67 2A 3E A4 43 88 7C 81 B2 14 34 22 2B 43 8A 64 69 66 C2 26 2C EC 61 E8 21 A8 18 59 4A C2 44 21 88 1F 22 A8 C2 2C C8 E4 25 B1 12 F4 22 12 1E 24 29 D3 62 64 22 44 21 23 74 82 42 14 92 42 90 44 2C 82 84 44 04 25 F5 22 CC 00 24 10 A1 22 00 00 90 42 42 00 00 00 40 11 01 25 02 00 24 00 42 28 20 21 02 40 02 10 02 00 00 12 A0 AA 8A 69 21 A0 A2 9A 59 22 E0 4A 3A A4 27 21 21 4F 42 FA 84 82 27 21 8A A2 22 5A F1 12 12 8A A8 89 22 25 B2 24 AA 18 12 A0 22 9A 51 22 28 AA 2A 58 22 A0 22 18 2F 21 01 2A 02 25 42 01 82 25 02 00 00 20 84 82 14 F1 DA 6F 38 1F 12 22 88 01 2B 22 26 D3 22 51 11 11 B0 42 B5 41 04 A0 11 11 2A 22 82 01 1B 22 26 B2 52 41 F1 21 21 2A A1 55 82 1C E2 22 B8 12 81 44 A1 44 4A 01 17 12 4A 11 A1 22 36 21 05 1F 12 22 A3 44 50 11 BA A8 14 1C E2 12 AA 13 42 2D 21 1F 12 62 22 5E 12 1C F2 25 25 47 42 2B 44 29 F2 24 21 2E 82 2F 21 B3 82 54 54 4E 42 2F 24 B3 22 F2 21 83 46 94 21 6F 42 F2 B4 91 46 92 22 5F 1A 2A E2 24 94 22 5F 12 E2 22 F1 52 12 2D 21 4F 52 62 22 42 14 49 A2 8A 42 21 43 62 22 4A 24 18 E4 22 08 50 44 1F 32 48 12 F2 31 11 12 28 28 3A 21 11 42 E1 21 A1 45 4E 41 15 A1 11 C0 21 15 A1 11 12 1D 21 15 A1 11 48 1B 64 20 01 1F 14 36 21 1E 12 21 15 11 01 68 1F 12 A2 11 1A A4 64 20 A1 41 1F 14 06 12 F0 41 61 22 88 48 1B 64 1B A2 AA 88 B4 41 A6 AA 22 1A B5 43 F6 24 24 47 62 F0 41 61 1F 42 72 24 F6 12 32 3D 81 1B 88 47 62 2D
1,HS,686,0:05.031.555,1.712.283 ms,,,11,02,   [76 PING-NAK],
1,HS,687,0:05.033.290,450 ns,,,11,02,   PING-ACK,
2,HS,688,0:05.033.290,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,689,0:05.033.290,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,690,0:05.033.294,83 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,691,0:05.033.294,8.616 us,515 B,,11,02,   DATA1 packet,4B 23 48 41 03 32 21 14 20 01 00 16 01 00 16 21 42 11 D1 21 42 62 21 48 11 2A 04 2A 94 42 22 10 A2 42 29 21 72 12 12 01 29 24 31 22 12 29 24 A1 42 8E 11 2B 43 BA 82 8A F8 12 C2 8E 12 8E 22 82 4E 84 67 2A 3E A4 43 88 7C 81 B2 14 34 22 2B 43 8A 64 69 66 C2 26 2C EC 61 E8 21 A8 18 59 4A C2 44 21 88 1F 22 A8 C2 2C C8 E4 25 B1 12 F4 22 12 1E 24 29 D3 62 64 22 44 21 23 74 82 42 14 92 42 90 44 2C 82 84 44 04 25 F5 22 CC 00 24 10 A1 22 00 00 90 42 42 00 00 00 40 11 01 25 02 00 24 00 42 28 20 21 02 40 02 10 02 00 00 12 A0 AA 8A 69 21 A0 A2 9A 59 22 E0 4A 3A A4 27 21 21 4F 42 FA 84 82 27 21 8A A2 22 5A F1 12 12 8A A8 89 22 25 B2 24 AA 18 12 A0 22 9A 51 22 28 AA 2A 58 22 A0 22 18 2F 21 01 2A 02 25 42 01 82 25 02 00 00 20 84 82 14 F1 DA 6F 38 1F 12 22 88 01 2B 22 26 D3 22 51 11 11 B0 42 B5 41 04 A0 11 11 2A 22 82 01 1B 22 26 B2 52 41 F1 21 21 2A A1 55 82 1C E2 22 B8 12 81 44 A1 44 4A 01 17 12 4A 11 A1 22 36 21 05 1F 12 22 A3 44 50 11 BA A8 14 1C E2 12 AA 13 42 2D 21 1F 12 62 22 5E 12 1C F2 25 25 47 42 2B 44 29 F2 24 21 2E 82 2F 21 B3 82 54 54 4E 42 2F 24 B3 22 F2 21 83 46 94 21 6F 42 F2 B4 91 46 92 22 5F 1A 2A E2 24 94 22 5F 12 E2 22 F1 52 12 2D 21 4F 52 62 22 42 14 49 A2 8A 42 21 43 62 22 4A 24 18 E4 22 08 50 44 1F 32 48 12 F2 31 11 12 28 28 3A 21 11 42 E1 21 A1 45 4E 41 15 A1 11 C0 21 15 A1 11 12 1D 21 15 A1 11 48 1B 64 20 01 1F 14 36 21 1E 12 21 15 11 01 68 1F 12 A2 11 1A A4 64 20 A1 41 1F 14 06 12 F0 41 61 22 88 48 1B 64 1B A2 AA 88 B4 41 A6 AA 22 1A B5 43 F6 24 24 47 62 F0 41 61 1F 42 72 24 F6 12 32 3D 81 1B 88 47 62 2D CE 23
1,HS,692,0:05.033.303,50 ns,1 B,,11,02,   NYET packet,96
0,HS,693,0:05.033.384,1.625.250 ms,,,,,[14 SOF],
0,HS,694,0:05.033.512,1.560.700 ms,512 B,,11,02,OUT txn (NYET)   [67 POLL],62 3F 12 A2 82 48 4A B6 22 E2 43 C1 42 3F 14 E6 42 7A 24 44 F2 43 61 26 54 64 2D 42 3B 44 19 72 24 94 42 1B 44 44 4F 68 D8 22 B4 42 C6 24 45 54 22 2B 64 2E 24 45 54 22 21 F0 9D 4F 24 21 1F 13 21 01 2A A2 13 12 21 14 1A B1 52 E4 14 54 11 1A 01 1C 52 11 1A 21 81 52 11 1E 12 29 B4 41 06 12 F0 41 61 13 E2 21 01 15 11 01 68 1F 12 A2 11 1A A4 64 80 81 F5 41 61 80 01 1F 14 A4 88 80 B4 41 36 A1 8A 88 B4 41 F6 A4 A4 47 22 2F 21 B5 41 F6 24 84 4F 48 B8 12 F1 43 61 1F 42 F2 34 16 27 21 3D 81 1B 88 45 D6 22 76 23 21 A8 51 4A 26 E2 41 C1 42 3F 14 66 42 4D 84 F0 43 61 2E 24 47 62 2D 42 3B 64 13 52 64 2C F4 42 61 26 F4 84 84 2C B4 42 C6 24 45 54 22 2B 64 2E 24 45 54 22 21 F0 34 9E 28 1F 12 22 88 81 82 62 22 2D 12 15 11 41 A2 54 1B 44 00 1A 11 A1 22 22 18 15 F1 21 21 22 5E 12 14 1F 12 A2 12 5A 05 1C 22 B2 12 01 14 4A 24 04 17 12 4A 01 2A A2 12 4A 01 1F 12 A2 12 4A 84 F2 A1 81 82 42 1C 62 1A 24 42 1C 72 25 D5 64 B8 52 C1 21 17 12 4F 48 A8 55 D0 14 A2 13 2D 12 23 58 54 4E 42 2F 24 B2 22 F8 81 11 5A 81 72 24 B4 94 69 24 21 57 18 E0 24 84 72 25 C1 12 2F 25 51 12 4D 25 22 27 24 19 B2 24 A2 8A 27 24 21 43 62 22 4A 04 41 26 02 14 45 F4 7B C2 80 02 80 02 40 02 11 24 4A A4 44 00 00 22 00 1D 21 15 01 42 1C 02 18 24 3D 21 22 24 50 13 00 4A 72 23 01 80 02 80 D1 13 02 20 D1 13 A2 8A 8A 08 31 8A A2 9B 10 A1 A8 26 F2 12 12 11 45 A4 88 25 D2 13 32 24 80 F1 83 81 40 72 42 D2 13 22 0B 80 B2 B4 49 D2 13 A2 AA 22 50 13 00 2F 21 91 23 2A 62 22 90 21 22 40 12 22 42 02 00 00 00 CF 23 48 12 F2 31 11 00 22 1A 01 21 14 1A B1 42 A4 44 15 A1 11 80 52 11
1,HS,695,0:05.033.512,1.526.866 ms,,,11,02,   [67 PING-NAK],
1,HS,696,0:05.035.060,416 ns,,,11,02,   PING-ACK,
2,HS,697,0:05.035.060,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,698,0:05.035.061,50 ns,1 B,,11,02,      ACK packet,D2
1,HS,699,0:05.035.063,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,700,0:05.035.064,8.616 us,515 B,,11,02,   DATA0 packet,C3 62 3F 12 A2 82 48 4A B6 22 E2 43 C1 42 3F 14 E6 42 7A 24 44 F2 43 61 26 54 64 2D 42 3B 44 19 72 24 94 42 1B 44 44 4F 68 D8 22 B4 42 C6 24 45 54 22 2B 64 2E 24 45 54 22 21 F0 9D 4F 24 21 1F 13 21 01 2A A2 13 12 21 14 1A B1 52 E4 14 54 11 1A 01 1C 52 11 1A 21 81 52 11 1E 12 29 B4 41 06 12 F0 41 61 13 E2 21 01 15 11 01 68 1F 12 A2 11 1A A4 64 80 81 F5 41 61 80 01 1F 14 A4 88 80 B4 41 36 A1 8A 88 B4 41 F6 A4 A4 47 22 2F 21 B5 41 F6 24 84 4F 48 B8 12 F1 43 61 1F 42 F2 34 16 27 21 3D 81 1B 88 45 D6 22 76 23 21 A8 51 4A 26 E2 41 C1 42 3F 14 66 42 4D 84 F0 43 61 2E 24 47 62 2D 42 3B 64 13 52 64 2C F4 42 61 26 F4 84 84 2C B4 42 C6 24 45 54 22 2B 64 2E 24 45 54 22 21 F0 34 9E 28 1F 12 22 88 81 82 62 22 2D 12 15 11 41 A2 54 1B 44 00 1A 11 A1 22 22 18 15 F1 21 21 22 5E 12 14 1F 12 A2 12 5A 05 1C 22 B2 12 01 14 4A 24 04 17 12 4A 01 2A A2 12 4A 01 1F 12 A2 12 4A 84 F2 A1 81 82 42 1C 62 1A 24 42 1C 72 25 D5 64 B8 52 C1 21 17 12 4F 48 A8 55 D0 14 A2 13 2D 12 23 58 54 4E 42 2F 24 B2 22 F8 81 11 5A 81 72 24 B4 94 69 24 21 57 18 E0 24 84 72 25 C1 12 2F 25 51 12 4D 25 22 27 24 19 B2 24 A2 8A 27 24 21 43 62 22 4A 04 41 26 02 14 45 F4 7B C2 80 02 80 02 40 02 11 24 4A A4 44 00 00 22 00 1D 21 15 01 42 1C 02 18 24 3D 21 22 24 50 13 00 4A 72 23 01 80 02 80 D1 13 02 20 D1 13 A2 8A 8A 08 31 8A A2 9B 10 A1 A8 26 F2 12 12 11 45 A4 88 25 D2 13 32 24 80 F1 83 81 40 72 42 D2 13 22 0B 80 B2 B4 49 D2 13 A2 AA 22 50 13 00 2F 21 91 23 2A 62 22 90 21 22 40 12 22 42 02 00 00 00 CF 23 48 12 F2 31 11 00 22 1A 01 21 14 1A B1 42 A4 44 15 A1 11 80 52 11 79 11
1,HS,701,0:05.035.073,50 ns,1 B,,11,02,   NYET packet,96
0,HS,702,0:05.035.135,1.625.266 ms,,,,,[14 SOF],
0,HS,703,0:05.035.082,1.778.100 ms,512 B,,11,02,OUT txn (NYET)   [77 POLL],1A 01 70 21 A1 11 48 1B 44 22 12 24 2B 44 A0 11 21 00 24 48 A0 11 A0 44 22 16 02 4A 24 62 21 A0 44 8A E8 28 08 4E 41 8A A2 9B E0 14 A4 88 A0 11 4E 41 B0 84 48 B2 42 44 54 44 16 A2 88 8A 58 64 2D 42 29 22 0A 4A 84 E2 43 41 B2 42 A4 A8 47 42 A0 44 50 44 1E 12 2F 14 86 72 24 14 E2 14 26 52 44 24 2B 64 50 44 25 B2 42 26 52 44 24 21 F0 14 E4 2C F2 23 21 1F 13 81 81 02 1E 12 2D 12 35 51 11 1E 12 4A B5 41 54 11 1A A1 11 19 52 11 1A 81 D1 11 72 21 A1 11 1A B5 41 26 A2 11 5E 52 3F 14 36 21 1A E1 21 51 13 11 4A F4 42 62 3F 12 A2 11 4A A1 64 22 18 2F 25 F1 43 61 22 18 2F 25 F4 43 61 22 30 42 3F 14 94 81 1A 21 F4 41 41 45 54 64 27 24 1F 14 54 44 B0 42 F4 43 41 15 54 44 50 13 5F 4A F8 44 44 4E 42 35 81 28 A4 44 45 54 44 42 3F 14 14 54 44 4A F4 43 41 41 45 64 24 3F 14 F6 25 24 47 62 42 3B 44 49 72 24 64 24 2B 64 43 72 24 F4 42 42 2B 64 4B 82 47 62 24 21 45 F4 74 8B 24 29 F2 31 11 12 21 26 A1 11 16 12 52 11 1A B1 52 E4 14 54 11 1A 01 14 1F 12 A2 13 12 28 1F 12 A2 13 42 4E 61 1F 12 A2 13 24 3F 14 E6 12 AA 13 2C 54 11 26 C1 12 2F 24 76 21 F1 31 11 1A B4 42 E6 12 E2 23 F1 12 42 1F 14 F6 21 21 3E 12 25 F2 41 41 15 41 92 42 1F 14 C4 81 80 F4 41 41 55 51 64 29 F4 41 41 15 11 04 1F 14 F4 84 81 45 84 54 11 14 4D 14 2B 44 15 D1 51 88 B4 42 44 F1 84 86 2D 42 3F 14 54 51 45 06 1F 14 54 51 45 84 F4 41 61 2E 21 47 42 2C E4 14 44 54 44 2C B4 42 E6 42 52 64 24 2B 64 2E A4 45 D4 22 14 22 F2 42 CC 00 00 00 00 00 00 00 00 A0 22 00 60 12 26 02 11 1B 22 00 31 1B A2 24 40 91 21 80 42 31 21 C0 22 14 22 90 21 14 22 90 21 14 12 10 41 01 10 51 14 00
1,HS,704,0:05.035.082,1.743.033 ms,,,11,02,   [77 PING-NAK],
1,HS,705,0:05.036.848,416 ns,,,11,02,   PING-ACK,
2,HS,706,0:05.036.848,66 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,707,0:05.036.848,33 ns,1 B,,11,02,      ACK packet,D2
1,HS,708,0:05.036.851,66 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,709,0:05.036.851,8.633 us,515 B,,11,02,   DATA1 packet,4B 1A 01 70 21 A1 11 48 1B 44 22 12 24 2B 44 A0 11 21 00 24 48 A0 11 A0 44 22 16 02 4A 24 62 21 A0 44 8A E8 28 08 4E 41 8A A2 9B E0 14 A4 88 A0 11 4E 41 B0 84 48 B2 42 44 54 44 16 A2 88 8A 58 64 2D 42 29 22 0A 4A 84 E2 43 41 B2 42 A4 A8 47 42 A0 44 50 44 1E 12 2F 14 86 72 24 14 E2 14 26 52 44 24 2B 64 50 44 25 B2 42 26 52 44 24 21 F0 14 E4 2C F2 23 21 1F 13 81 81 02 1E 12 2D 12 35 51 11 1E 12 4A B5 41 54 11 1A A1 11 19 52 11 1A 81 D1 11 72 21 A1 11 1A B5 41 26 A2 11 5E 52 3F 14 36 21 1A E1 21 51 13 11 4A F4 42 62 3F 12 A2 11 4A A1 64 22 18 2F 25 F1 43 61 22 18 2F 25 F4 43 61 22 30 42 3F 14 94 81 1A 21 F4 41 41 45 54 64 27 24 1F 14 54 44 B0 42 F4 43 41 15 54 44 50 13 5F 4A F8 44 44 4E 42 35 81 28 A4 44 45 54 44 42 3F 14 14 54 44 4A F4 43 41 41 45 64 24 3F 14 F6 25 24 47 62 42 3B 44 49 72 24 64 24 2B 64 43 72 24 F4 42 42 2B 64 4B 82 47 62 24 21 45 F4 74 8B 24 29 F2 31 11 12 21 26 A1 11 16 12 52 11 1A B1 52 E4 14 54 11 1A 01 14 1F 12 A2 13 12 28 1F 12 A2 13 42 4E 61 1F 12 A2 13 24 3F 14 E6 12 AA 13 2C 54 11 26 C1 12 2F 24 76 21 F1 31 11 1A B4 42 E6 12 E2 23 F1 12 42 1F 14 F6 21 21 3E 12 25 F2 41 41 15 41 92 42 1F 14 C4 81 80 F4 41 41 55 51 64 29 F4 41 41 15 11 04 1F 14 F4 84 81 45 84 54 11 14 4D 14 2B 44 15 D1 51 88 B4 42 44 F1 84 86 2D 42 3F 14 54 51 45 06 1F 14 54 51 45 84 F4 41 61 2E 21 47 42 2C E4 14 44 54 44 2C B4 42 E6 42 52 64 24 2B 64 2E A4 45 D4 22 14 22 F2 42 CC 00 00 00 00 00 00 00 00 A0 22 00 60 12 26 02 11 1B 22 00 31 1B A2 24 40 91 21 80 42 31 21 C0 22 14 22 90 21 14 22 90 21 14 12 10 41 01 10 51 14 00 3C 4A
1,HS,710,0:05.036.860,33 ns,1 B,,11,02,   NYET packet,96
0,HS,711,0:05.036.885,1.625.250 ms,,,,,[14 SOF],
0,HS,712,0:05.036.885,1.734.616 ms,512 B,,11,02,OUT txn (NYET)   [74 POLL],14 19 12 C4 12 11 11 10 42 31 21 24 50 12 19 01 40 41 02 11 14 50 22 11 14 32 90 21 14 24 40 01 40 02 00 00 88 00 00 7F A5 09 00 00 10 01 00 00 00 00 00 00 00 40 02 00 00 88 00 20 02 00 00 21 14 00 00 00 80 82 21 01 00 25 02 30 84 23 01 A8 41 12 80 08 24 20 02 80 08 40 42 01 25 02 20 08 80 82 11 02 2A 02 24 00 10 02 00 00 88 00 00 5F 17 49 E2 13 92 13 3E 61 4E 12 3E 22 19 F1 33 42 4E 11 3F 23 E2 14 F1 13 42 4E 11 1B E3 8E 11 3F 21 E6 14 B1 31 EA 18 F1 33 62 4E 11 1B A3 CA F1 32 62 4E 11 1B E3 CA F1 32 62 4E 11 1F 23 A6 18 27 23 4E 91 3F 2C 82 76 52 E2 13 BE C3 A1 63 4E 12 3E E2 1B 1C 2F 23 E6 14 F1 33 E2 CA F1 32 62 46 F1 23 E2 CA F1 12 62 46 B1 33 AE 1C 2F 23 66 14 1F 42 BE C4 F1 32 62 47 14 3F 62 BE C4 F1 12 62 47 14 1F 43 B6 84 71 32 F6 44 91 1F 4C 92 44 27 65 2E E1 1B 1C 4B 61 4F 24 E1 43 BE C5 F1 32 66 47 14 1F 42 BE C4 F1 32 66 47 14 1F 42 BE C4 F1 12 46 4F 14 F1 23 E4 43 DC 62 76 44 F1 21 E4 43 FC 22 E6 43 E4 62 3E C4 2F 62 36 44 2F 62 36 84 27 62 4B 84 2F 6C F2 39 B6 24 2E 21 19 A1 23 20 82 71 12 42 11 A1 14 23 41 11 81 A1 21 14 1B 22 18 3A 42 A1 22 18 3A 26 A4 22 18 3A 26 E4 22 82 71 32 02 21 48 27 24 2A 82 A1 41 42 2A 82 F1 12 42 42 2A 82 D1 22 24 2C 02 2D C2 42 80 81 2C 0C 80 34 44 25 02 2A 2C 64 41 41 92 40 94 64 42 00 2A A4 14 16 94 14 48 C2 44 41 48 42 44 43 E4 21 A4 14 4C 34 44 48 42 2E 64 43 84 2C E4 42 36 44 2D 42 42 2E 64 41 25 02 46 F4 4C 46 20 08 28 00 00 00 00 00 00 00 00 40 02 00 00 20 04 00 00 00 22 00 00 00 00 00 00 20 01 00 00 00 00 00 00 00 28 00 00 00 14 20 12 04 00 00 00 20 01 00 00
1,HS,713,0:05.036.885,1.690.783 ms,,,11,02,   [74 PING-NAK],
1,HS,714,0:05.038.608,433 ns,,,11,02,   PING-ACK,
2,HS,715,0:05.038.608,83 ns,3 B,,11,02,      PING packet,B4 0B 09
2,HS,716,0:05.038.608,33 ns,1 B,,11,02,      ACK packet,D2
1,HS,717,0:05.038.611,83 ns,3 B,,11,02,   OUT packet,E1 0B 09
1,HS,718,0:05.038.611,8.650 us,515 B,,11,02,   DATA0 packet,C3 14 19 12 C4 12 11 11 10 42 31 21 24 50 12 19 01 40 41 02 11 14 50 22 11 14 32 90 21 14 24 40 01 40 02 00 00 88 00 00 7F A5 09 00 00 10 01 00 00 00 00 00 00 00 40 02 00 00 88 00 20 02 00 00 21 14 00 00 00 80 82 21 01 00 25 02 30 84 23 01 A8 41 12 80 08 24 20 02 80 08 40 42 01 25 02 20 08 80 82 11 02 2A 02 24 00 10 02 00 00 88 00 00 5F 17 49 E2 13 92 13 3E 61 4E 12 3E 22 19 F1 33 42 4E 11 3F 23 E2 14 F1 13 42 4E 11 1B E3 8E 11 3F 21 E6 14 B1 31 EA 18 F1 33 62 4E 11 1B A3 CA F1 32 62 4E 11 1B E3 CA F1 32 62 4E 11 1F 23 A6 18 27 23 4E 91 3F 2C 82 76 52 E2 13 BE C3 A1 63 4E 12 3E E2 1B 1C 2F 23 E6 14 F1 33 E2 CA F1 32 62 46 F1 23 E2 CA F1 12 62 46 B1 33 AE 1C 2F 23 66 14 1F 42 BE C4 F1 32 62 47 14 3F 62 BE C4 F1 12 62 47 14 1F 43 B6 84 71 32 F6 44 91 1F 4C 92 44 27 65 2E E1 1B 1C 4B 61 4F 24 E1 43 BE C5 F1 32 66 47 14 1F 42 BE C4 F1 32 66 47 14 1F 42 BE C4 F1 12 46 4F 14 F1 23 E4 43 DC 62 76 44 F1 21 E4 43 FC 22 E6 43 E4 62 3E C4 2F 62 36 44 2F 62 36 84 27 62 4B 84 2F 6C F2 39 B6 24 2E 21 19 A1 23 20 82 71 12 42 11 A1 14 23 41 11 81 A1 21 14 1B 22 18 3A 42 A1 22 18 3A 26 A4 22 18 3A 26 E4 22 82 71 32 02 21 48 27 24 2A 82 A1 41 42 2A 82 F1 12 42 42 2A 82 D1 22 24 2C 02 2D C2 42 80 81 2C 0C 80 34 44 25 02 2A 2C 64 41 41 92 40 94 64 42 00 2A A4 14 16 94 14 48 C2 44 41 48 42 44 43 E4 21 A4 14 4C 34 44 48 42 2E 64 43 84 2C E4 42 36 44 2D 42 42 2E 64 41 25 02 46 F4 4C 46 20 08 28 00 00 00 00 00 00 00 00 40 02 00 00 20 04 00 00 00 22 00 00 00 00 00 00 20 01 00 00 00 00 00 00 00 28 00 00 00 14 20 12 04 00 00 00 20 01 00 00 98 DF
1,HS,719,0:05.038.620,33 ns,1 B,,11,02,   NYET packet,96
0,HS,720,0:05.038.635,1.750.266 ms,,,,,[15 SOF],
